, elasticity ,inertia,length ,load_P,V_dis,cubed_L,inv_E,inv_I
136,198,32200,15,6,158808.5827,3375,0.005050505051,0.00003105590062
137,208,1830000,1,16,2.101723413,1,0.004807692308,0.0000005464480874
138,200,41500000,15,1,20.3313253,3375,0.005,0.00000002409638554
139,198,985000,5,16,512.7416295,125,0.005050505051,0.000001015228426
140,195,13500000,3,30,15.38461538,27,0.005128205128,0.00000007407407407
141,212,32200,3,15,2966.42447,27,0.004716981132,0.00003105590062
142,212,41500000,7,16,31.18890657,343,0.004716981132,0.00000002409638554
143,212,152000,13,20,68178.99702,2197,0.004716981132,0.000006578947368
144,198,985000,20,16,32815.46429,8000,0.005050505051,0.000001015228426
145,200,985000,7,30,2611.675127,343,0.005,0.000001015228426
146,193,41500000,1,30,0.1872776078,1,0.00518134715,0.00000002409638554
147,198,13500000,5,15,35.07295174,125,0.005050505051,0.00000007407407407
148,205,8650,15,16,1522627.943,3375,0.00487804878,0.0001156069364
149,198,8650,15,15,1477929.585,3375,0.005050505051,0.0001156069364
150,205,32200,15,16,409028.935,3375,0.00487804878,0.00003105590062
151,198,152000,17,4,32648.85699,4913,0.005050505051,0.000006578947368
152,200,152000,20,20,263157.8947,8000,0.005,0.000006578947368
153,193,3010000,9,25,1568.605512,729,0.00518134715,0.0000003322259136
154,203,32200,11,25,254528.3481,1331,0.004926108374,0.00003105590062
155,203,7120000,7,6,71.19333592,343,0.004926108374,0.0000001404494382
156,193,32200,17,15,592918.2892,4913,0.00518134715,0.00003105590062
157,195,3010000,7,4,116.8753727,343,0.005128205128,0.0000003322259136
158,203,7120000,15,11,1284.282117,3375,0.004926108374,0.0000001404494382
159,198,7120000,7,20,243.3038248,343,0.005050505051,0.0000001404494382
160,205,8650,20,2,451149.0202,8000,0.00487804878,0.0001156069364
161,200,8650,13,15,952456.6474,2197,0.005,0.0001156069364
162,203,3010000,17,1,402.0260871,4913,0.004926108374,0.0000003322259136
163,193,985000,20,6,12624.60219,8000,0.00518134715,0.000001015228426
164,210,152000,1,15,23.4962406,1,0.004761904762,0.000006578947368
165,195,32200,20,11,700748.5268,8000,0.005128205128,0.00003105590062
166,212,8650,5,15,51123.35042,125,0.004716981132,0.0001156069364
167,198,3010000,11,25,2791.620524,1331,0.005050505051,0.0000003322259136
168,203,1830000,20,25,26918.625,8000,0.004926108374,0.0000005464480874
169,203,152000,17,1,7961.174488,4913,0.004926108374,0.000006578947368
170,203,13500000,17,30,2689.107827,4913,0.004926108374,0.00000007407407407
171,193,7120000,15,25,3070.057344,3375,0.00518134715,0.0000001404494382
172,190,3010000,20,16,11190.76762,8000,0.005263157895,0.0000003322259136
173,190,41500000,7,30,65.25047559,343,0.005263157895,0.00000002409638554
174,195,13500000,15,30,1923.076923,3375,0.005128205128,0.00000007407407407
175,210,7120000,20,16,4280.363831,8000,0.004761904762,0.0000001404494382
176,200,3010000,13,1,182.4750831,2197,0.005,0.0000003322259136
177,200,8650,11,4,153872.8324,1331,0.005,0.0001156069364
178,208,32200,9,1,5442.247969,729,0.004807692308,0.00003105590062
179,205,32200,7,6,15588.54719,343,0.00487804878,0.00003105590062
180,210,3010000,3,20,42.71476032,27,0.004761904762,0.0000003322259136
181,210,3010000,3,30,64.07214048,27,0.004761904762,0.0000003322259136
182,193,458000,9,30,12370.74915,729,0.00518134715,0.000002183406114
183,210,985000,11,1,321.7307227,1331,0.004761904762,0.000001015228426
184,190,41500000,9,16,73.96322131,729,0.005263157895,0.00000002409638554
185,208,458000,17,30,77358.70843,4913,0.004807692308,0.000002183406114
186,205,458000,1,6,3.195228459,1,0.00487804878,0.000002183406114
187,190,1830000,1,2,0.2876042565,1,0.005263157895,0.0000005464480874
188,190,32200,7,20,56064.07323,343,0.005263157895,0.00003105590062
189,210,458000,11,30,20757.95384,1331,0.004761904762,0.000002183406114
190,208,32200,1,6,44.79216436,1,0.004807692308,0.00003105590062
191,210,32200,15,2,49911.26886,3375,0.004761904762,0.00003105590062
192,210,13500000,17,30,2599.470899,4913,0.004761904762,0.00000007407407407
193,198,41500000,11,11,89.0896921,1331,0.005050505051,0.00000002409638554
194,203,1830000,20,20,21534.9,8000,0.004926108374,0.0000005464480874
195,208,7120000,20,20,5401.901469,8000,0.004807692308,0.0000001404494382
196,198,152000,3,11,493.4210526,27,0.005050505051,0.000006578947368
197,203,152000,5,15,3038.306974,125,0.004926108374,0.000006578947368
198,203,32200,13,15,252080.5924,2197,0.004926108374,0.00003105590062
199,205,985000,9,15,2707.688498,729,0.00487804878,0.000001015228426
200,203,13500000,9,30,399.0147783,729,0.004926108374,0.00000007407407407
201,212,985000,5,4,119.7203333,125,0.004716981132,0.000001015228426
202,210,8650,7,6,56647.39884,343,0.004761904762,0.0001156069364
203,212,152000,17,20,152464.002,4913,0.004716981132,0.000006578947368
204,193,458000,9,16,6597.732878,729,0.00518134715,0.000002183406114
205,193,7120000,20,1,291.0869186,8000,0.00518134715,0.0000001404494382
206,190,458000,20,30,137899.3335,8000,0.005263157895,0.000002183406114
207,205,458000,15,1,1797.316008,3375,0.00487804878,0.000002183406114
208,203,985000,3,20,135.0303818,27,0.004926108374,0.000001015228426
209,195,985000,13,20,11438.24027,2197,0.005128205128,0.000001015228426
210,193,3010000,7,2,59.04325822,343,0.00518134715,0.0000003322259136
211,195,985000,15,30,26356.89184,3375,0.005128205128,0.000001015228426
212,193,152000,3,4,184.0741751,27,0.00518134715,0.000006578947368
213,210,41500000,9,30,125.4733219,729,0.004761904762,0.00000002409638554
214,190,152000,9,6,7572.714681,729,0.005263157895,0.000006578947368
215,208,985000,1,1,0.2440452948,1,0.004807692308,0.000001015228426
216,200,152000,11,11,24080.59211,1331,0.005,0.000006578947368
217,208,13500000,5,6,13.35470085,125,0.004807692308,0.00000007407407407
218,203,41500000,17,20,583.1800107,4913,0.004926108374,0.00000002409638554
219,200,985000,9,16,2960.406091,729,0.005,0.000001015228426
220,212,985000,9,11,1920.074705,729,0.004716981132,0.000001015228426
221,212,8650,3,25,18404.40615,27,0.004716981132,0.0001156069364
222,193,985000,1,20,5.260250914,1,0.00518134715,0.000001015228426
223,193,1830000,17,30,20865.53979,4913,0.00518134715,0.0000005464480874
224,208,1830000,1,25,3.283942833,1,0.004807692308,0.0000005464480874
225,210,13500000,7,1,6.049382716,343,0.004761904762,0.00000007407407407
226,200,41500000,1,6,0.03614457831,1,0.005,0.00000002409638554
227,193,1830000,7,15,728.3615051,343,0.00518134715,0.0000005464480874
228,210,1830000,1,1,0.1301066875,1,0.004761904762,0.0000005464480874
229,210,1830000,7,20,892.5318761,343,0.004761904762,0.0000005464480874
230,203,7120000,15,25,2918.822992,3375,0.004926108374,0.0000001404494382
231,203,13500000,20,6,875.7525999,8000,0.004926108374,0.00000007407407407
232,210,1830000,15,11,4830.210773,3375,0.004761904762,0.0000005464480874
233,203,152000,3,15,656.2743065,27,0.004926108374,0.000006578947368
234,190,458000,5,6,430.9354171,125,0.005263157895,0.000002183406114
235,205,985000,13,15,8160.207998,2197,0.00487804878,0.000001015228426
236,198,41500000,20,15,730.1935013,8000,0.005050505051,0.00000002409638554
237,205,458000,5,30,1997.017787,125,0.00487804878,0.000002183406114
238,200,1830000,9,16,1593.442623,729,0.005,0.0000005464480874
239,198,8650,5,2,7298.417703,125,0.005050505051,0.0001156069364
240,210,985000,9,15,2643.219724,729,0.004761904762,0.000001015228426
241,195,985000,15,2,1757.126123,3375,0.005128205128,0.000001015228426
242,200,152000,7,11,6205.592105,343,0.005,0.000006578947368
243,203,7120000,11,25,1151.097304,1331,0.004926108374,0.0000001404494382
244,208,41500000,11,25,192.7421223,1331,0.004807692308,0.00000002409638554
245,205,1830000,17,16,10476.87592,4913,0.00487804878,0.0000005464480874
246,198,41500000,11,20,161.9812584,1331,0.005050505051,0.00000002409638554
247,193,152000,3,25,1150.463594,27,0.00518134715,0.000006578947368
248,195,1830000,17,6,4130.306852,4913,0.005128205128,0.0000005464480874
249,203,152000,20,16,207415.0894,8000,0.004926108374,0.000006578947368
250,205,3010000,5,20,202.5767766,125,0.00487804878,0.0000003322259136
251,208,1830000,9,16,1532.156368,729,0.004807692308,0.0000005464480874
252,193,458000,3,4,61.09011924,27,0.00518134715,0.000002183406114
253,190,458000,20,25,114916.1112,8000,0.005263157895,0.000002183406114
254,190,3010000,9,11,701.0841056,729,0.005263157895,0.0000003322259136
255,200,458000,1,25,13.64628821,1,0.005,0.000002183406114
256,200,3010000,5,30,311.461794,125,0.005,0.0000003322259136
257,190,458000,17,25,70572.85681,4913,0.005263157895,0.000002183406114
258,203,3010000,15,1,276.1730193,3375,0.004926108374,0.0000003322259136
259,205,152000,20,25,320924.2619,8000,0.00487804878,0.000006578947368
260,205,7120000,7,11,129.2477391,343,0.00487804878,0.0000001404494382
261,205,7120000,3,2,1.849821869,27,0.00487804878,0.0000001404494382
262,198,41500000,17,20,597.9067786,4913,0.005050505051,0.00000002409638554
263,212,8650,7,2,18704.32981,343,0.004716981132,0.0001156069364
264,193,13500000,17,25,2357.033199,4913,0.00518134715,0.00000007407407407
265,212,3010000,9,4,228.4836708,729,0.004716981132,0.0000003322259136
266,198,1830000,17,1,677.9544075,4913,0.005050505051,0.0000005464480874
267,210,8650,17,4,540930.3606,4913,0.004761904762,0.0001156069364
268,210,458000,15,25,43863.06925,3375,0.004761904762,0.000002183406114
269,195,13500000,17,6,559.8860399,4913,0.005128205128,0.00000007407407407
270,203,41500000,11,6,47.39747166,1331,0.004926108374,0.00000002409638554
271,190,13500000,13,16,685.2241715,2197,0.005263157895,0.00000007407407407
272,203,152000,7,1,555.8076225,343,0.004926108374,0.000006578947368
273,208,1830000,3,6,21.27994956,27,0.004807692308,0.0000005464480874
274,195,7120000,9,16,420.0518583,729,0.005128205128,0.0000001404494382
275,195,7120000,9,11,288.7856525,729,0.005128205128,0.0000001404494382
276,212,41500000,9,20,82.85974085,729,0.004716981132,0.00000002409638554
277,200,13500000,17,4,363.9259259,4913,0.005,0.00000007407407407
278,198,7120000,9,2,51.71092952,729,0.005050505051,0.0000001404494382
279,210,32200,1,15,110.9139308,1,0.004761904762,0.00003105590062
280,210,32200,15,16,399290.1508,3375,0.004761904762,0.00003105590062
281,208,458000,7,20,3600.520658,343,0.004807692308,0.000002183406114
282,198,8650,7,11,110147.72,343,0.005050505051,0.0001156069364
283,210,3010000,13,15,2606.786901,2197,0.004761904762,0.0000003322259136
284,198,41500000,11,4,32.39625167,1331,0.005050505051,0.00000002409638554
285,208,3010000,11,30,3188.889599,1331,0.004807692308,0.0000003322259136
286,212,8650,9,20,397535.1729,729,0.004716981132,0.0001156069364
287,195,3010000,11,15,1700.741119,1331,0.005128205128,0.0000003322259136
288,190,458000,5,11,790.0482648,125,0.005263157895,0.000002183406114
289,212,1830000,11,1,171.5383029,1331,0.004716981132,0.0000005464480874
290,200,458000,15,20,36844.97817,3375,0.005,0.000002183406114
291,212,152000,20,16,198609.7319,8000,0.004716981132,0.000006578947368
292,198,152000,11,2,4422.51462,1331,0.005050505051,0.000006578947368
293,203,985000,1,20,5.001125253,1,0.004926108374,0.000001015228426
294,205,7120000,20,11,3014.524527,8000,0.00487804878,0.0000001404494382
295,200,32200,5,6,5822.981366,125,0.005,0.00003105590062
296,212,3010000,7,4,107.5032909,343,0.004716981132,0.0000003322259136
297,195,152000,7,16,9257.759784,343,0.005128205128,0.000006578947368
298,200,458000,1,30,16.37554585,1,0.005,0.000002183406114
299,205,152000,15,25,135389.923,3375,0.00487804878,0.000006578947368
300,200,1830000,15,1,461.0655738,3375,0.005,0.0000005464480874
301,208,13500000,20,16,2279.202279,8000,0.004807692308,0.00000007407407407
302,200,32200,3,20,4192.546584,27,0.005,0.00003105590062
303,210,1830000,11,1,173.172001,1331,0.004761904762,0.0000005464480874
304,193,458000,15,16,30545.05962,3375,0.00518134715,0.000002183406114
305,190,8650,11,4,161971.4025,1331,0.005263157895,0.0001156069364
306,208,152000,7,15,8136.702935,343,0.004807692308,0.000006578947368
307,198,32200,5,30,29408.9968,125,0.005050505051,0.00003105590062
308,203,32200,15,20,516323.4709,3375,0.004926108374,0.00003105590062
309,195,1830000,13,2,615.6648452,2197,0.005128205128,0.0000005464480874
310,195,8650,17,16,2330161.553,4913,0.005128205128,0.0001156069364
311,195,13500000,9,11,152.3076923,729,0.005128205128,0.00000007407407407
312,203,3010000,7,11,308.7409783,343,0.004926108374,0.0000003322259136
313,190,985000,11,25,8889.927865,1331,0.005263157895,0.000001015228426
314,195,3010000,13,6,1122.923588,2197,0.005128205128,0.0000003322259136
315,190,152000,15,16,93490.30471,3375,0.005263157895,0.000006578947368
316,212,152000,17,25,190580.0025,4913,0.004716981132,0.000006578947368
317,203,32200,17,6,225484.1967,4913,0.004926108374,0.00003105590062
318,198,8650,1,20,583.8734162,1,0.005050505051,0.0001156069364
319,190,13500000,13,1,42.82651072,2197,0.005263157895,0.00000007407407407
320,212,7120000,5,16,66.249735,125,0.004716981132,0.0000001404494382
321,198,985000,20,20,41019.33036,8000,0.005050505051,0.000001015228426
322,208,13500000,15,11,661.0576923,3375,0.004807692308,0.00000007407407407
323,198,985000,13,1,563.24668,2197,0.005050505051,0.000001015228426
324,210,13500000,7,25,151.2345679,343,0.004761904762,0.00000007407407407
325,212,152000,1,16,24.82621648,1,0.004716981132,0.000006578947368
326,190,3010000,15,30,8852.072041,3375,0.005263157895,0.0000003322259136
327,190,13500000,11,6,155.6725146,1331,0.005263157895,0.00000007407407407
328,200,1830000,5,11,187.8415301,125,0.005,0.0000005464480874
329,193,13500000,7,30,197.4668969,343,0.00518134715,0.00000007407407407
330,190,3010000,5,25,273.2121,125,0.005263157895,0.0000003322259136
331,200,8650,20,11,2543352.601,8000,0.005,0.0001156069364
332,208,13500000,3,6,2.884615385,27,0.004807692308,0.00000007407407407
333,200,41500000,20,2,96.38554217,8000,0.005,0.00000002409638554
334,198,1830000,20,11,12143.29083,8000,0.005050505051,0.0000005464480874
335,210,32200,7,25,63405.7971,343,0.004761904762,0.00003105590062
336,210,8650,17,1,135232.5901,4913,0.004761904762,0.0001156069364
337,208,1830000,9,4,383.0390921,729,0.004807692308,0.0000005464480874
338,205,985000,9,4,722.0502662,729,0.00487804878,0.000001015228426
339,193,3010000,17,16,6765.703269,4913,0.00518134715,0.0000003322259136
340,208,152000,13,6,20847.03947,2197,0.004807692308,0.000006578947368
341,200,1830000,9,20,1991.803279,729,0.005,0.0000005464480874
342,195,458000,3,20,302.3177696,27,0.005128205128,0.000002183406114
343,203,8650,20,1,227796.919,8000,0.004926108374,0.0001156069364
344,203,8650,3,15,11532.21903,27,0.004926108374,0.0001156069364
345,208,13500000,11,2,47.4002849,1331,0.004807692308,0.00000007407407407
346,200,458000,15,1,1842.248908,3375,0.005,0.000002183406114
347,210,13500000,1,4,0.07054673721,1,0.004761904762,0.00000007407407407
348,193,8650,17,25,3678606.727,4913,0.00518134715,0.0001156069364
349,193,13500000,13,20,843.2162733,2197,0.00518134715,0.00000007407407407
350,193,1830000,13,16,4976.358334,2197,0.00518134715,0.0000005464480874
351,208,8650,1,20,555.8025789,1,0.004807692308,0.0001156069364
352,210,8650,3,20,14863.74897,27,0.004761904762,0.0001156069364
353,193,32200,5,1,1005.696264,125,0.00518134715,0.00003105590062
354,193,8650,11,11,438497.7088,1331,0.00518134715,0.0001156069364
355,200,1830000,9,15,1493.852459,729,0.005,0.0000005464480874
356,208,458000,17,16,41257.97783,4913,0.004807692308,0.000002183406114
357,210,985000,3,2,13.05293691,27,0.004761904762,0.000001015228426
358,210,3010000,7,25,678.2945736,343,0.004761904762,0.0000003322259136
359,200,985000,13,25,13940.35533,2197,0.005,0.000001015228426
360,198,7120000,7,4,48.66076495,343,0.005050505051,0.0000001404494382
361,205,32200,3,20,4090.28935,27,0.00487804878,0.00003105590062
362,200,458000,20,16,69868.99563,8000,0.005,0.000002183406114
363,208,32200,11,25,248409.8782,1331,0.004807692308,0.00003105590062
364,193,41500000,5,30,23.40970098,125,0.00518134715,0.00000002409638554
365,208,7120000,9,25,615.3103392,729,0.004807692308,0.0000001404494382
366,212,7120000,5,6,24.84365063,125,0.004716981132,0.0000001404494382
367,195,3010000,13,16,2994.462901,2197,0.005128205128,0.0000003322259136
368,205,13500000,3,16,7.804878049,27,0.00487804878,0.00000007407407407
369,205,985000,9,16,2888.201065,729,0.00487804878,0.000001015228426
370,200,985000,15,20,17131.9797,3375,0.005,0.000001015228426
371,203,8650,1,15,427.1192232,1,0.004926108374,0.0001156069364
372,193,41500000,15,20,421.3746176,3375,0.00518134715,0.00000002409638554
373,195,7120000,9,6,157.5194468,729,0.005128205128,0.0000001404494382
374,208,41500000,9,25,105.5664968,729,0.004807692308,0.00000002409638554
375,208,32200,20,20,1194457.716,8000,0.004807692308,0.00003105590062
376,198,985000,20,15,30764.49777,8000,0.005050505051,0.000001015228426
377,212,8650,20,20,4362525.902,8000,0.004716981132,0.0001156069364
378,190,458000,20,11,50563.08895,8000,0.005263157895,0.000002183406114
379,190,152000,7,20,11876.7313,343,0.005263157895,0.000006578947368
380,200,458000,15,30,55267.46725,3375,0.005,0.000002183406114
381,208,32200,17,4,146709.269,4913,0.004807692308,0.00003105590062
382,200,1830000,17,4,2684.699454,4913,0.005,0.0000005464480874
383,195,32200,3,1,215.0023889,27,0.005128205128,0.00003105590062
384,193,152000,20,6,81810.74448,8000,0.00518134715,0.000006578947368
385,195,985000,13,4,2287.648054,2197,0.005128205128,0.000001015228426
386,205,3010000,17,1,398.1038814,4913,0.00487804878,0.0000003322259136
387,195,41500000,1,25,0.1544640099,1,0.005128205128,0.00000002409638554
388,195,32200,7,15,40969.89967,343,0.005128205128,0.00003105590062
389,193,152000,13,6,22467.2757,2197,0.00518134715,0.000006578947368
390,210,7120000,9,20,487.5601926,729,0.004761904762,0.0000001404494382
391,212,458000,15,15,26069.56002,3375,0.004716981132,0.000002183406114
392,198,3010000,15,6,1698.882513,3375,0.005050505051,0.0000003322259136
393,190,985000,5,20,667.9134384,125,0.005263157895,0.000001015228426
394,210,152000,3,4,169.1729323,27,0.004761904762,0.000006578947368
395,190,41500000,5,2,1.585288523,125,0.005263157895,0.00000002409638554
396,205,458000,7,11,2009.266163,343,0.00487804878,0.000002183406114
